1,271 311 311 311 315 351 862 862 949 1812 2427 2661 3013 3016 3357 3423 3544 3656 4088 4456 4464 4526 4644 4644 5070 5657 5657 5959 6230 6230 6462 6884 7220 7243 7243 7312 7665 7849 7891 7893 7925 8025 8173 8293 8293 8521 8521 8521 8909 9071 9145 9278 9278 9609 9609 9981 10115 10452 10453 10556 10678 10751 10752 10757 10757 10801 10932 10932 10933 10943 11036 11119 11765 11897 11900 12001 12054 12168 12653 13080 13638 13758
2,158 158 257 257 260 262 405 483 485 495 590 930 932 1132 1845 2014 2038 2038 2055 2604 2641 2647 2721 2751 2752 2752 2752 2754 2903 2974 3938 4136 4767 5138 5281 5611 5763 5864 5864 5865 5865 5923 5925 6059 6060 6062 6064 6189 6235 6350 6431 6999 7098 7167 7508 7509 7871 7874 7979 8460 8521 9122 9145 9441 9465 9850 10383 10383 10526 10527 10606 10655 10664 10667 10691 10862 10876 10976 10981 10981 11275 11440 11596 12872 13037 13071 13531
1,173 181 311 315 540 862 862 953 1185 1188 1743 1762 2180 2182 2353 2466 2635 2647 2647 2731 2923 2999 3265 3424 3470 3639 3639 3641 3673 3798 3938 3938 4105 4463 4499 4505 4564 4683 4841 4854 5047 5072 5322 5323 5636 5657 6188 6202 6203 6291 6293 6476 6499 6624 6654 6670 6697 6954 7064 7215 7243 7324 7871 7874 7921 8173 8565 9206 9577 9609 9850 9895 9956 9957 10182 10453 10609 10645 10792 10801 10835 10943 11319 11517 11547 11900 11999 12053 12054 12422 12424 12653 12888 13288 13288 13318 13460
1,315 549 550 577 862 865 1008 2294 2431 2608 2673 2900 3285 3420 3422 3470 3490 4087 4088 4091 4432 4477 4564 4575 4767 5047 5501 5502 5503 6462 6474 7148 7385 7496 8061 8061 8062 8565 8798 9187 9187 9688 9849 9895 10276 10277 10297 10370 10694 11104 11106 11109 11408 11428 11448 11483 11659 11689 11900 11957 12052 12053 12085 12090 13037 13288 13380 13484
1,311 315 318 318 1008 1009 1009 1417 1551 1552 1553 1823 2299 2402 2519 2635 3573 4563 4565 4569 4973 5047 5657 5657 6462 6462 6654 7130 7243 7243 7844 7973 7973 7974 7974 8133 8135 8136 8140 8173 8173 8304 8521 9609 9896 10655 10892 11109 11897 11900 12053 12218
7,249 250 350 733 769 915 948 1235 1237 1889 1936 2182 2214 2330 2402 2565 2571 2635 2647 2854 2923 2999 3143 3194 3250 3252 3346 3350 3423 3496 3557 3730 4105 4165 4336 4337 4413 4416 4432 4785 4854 4984 5071 5158 6225 6523 6640 6953 7009 7128 7313 7461 7499 7844 8175 8521 8645 8720 9398 9448 9850 9956 10065 10390 10556 10562 10645 10649 10653 10752 10801 10843 10965 11129 11339 11341 11628 11765 11766 12161 12164 12284 12329 12618 12618 12621 13314 13317 13585
3,268 270 366 366 366 368 434 434 584 622 1185 1234 2014 2096 2218 2334 2584 2856 2865 2923 3013 3016 3348 3423 3544 3658 3703 3795 3796 3796 4079 4426 4460 4464 4508 4509 4533 4574 4683 4784 4785 5031 5031 5053 5213 5289 5559 5576 5815 6568 7064 7128 7154 7342 7343 7505 8154 8521 8521 8563 8583 8597 8906 8914 9255 9258 9392 9672 9886 10133 10645 10650 10650 10653 10653 10801 10891 10943 10943 11478 11551 11765 12051 12051 12053 12054 12168 12262 12379 12417 12488 12488 12653 13088 13366 13604 13609
2,13 17 146 158 164 356 403 481 555 949 1239 1362 1434 2014 2018 2019 2038 2038 2108 2122 2275 2335 2352 2552 2857 2942 3000 3013 3153 3191 3490 3497 3590 3592 3694 3753 3831 3938 4032 4462 4846 5078 5237 5418 5664 5923 6058 6123 6220 6294 6325 6654 6656 6750 7032 7072 7072 7098 7118 7156 7375 7556 7884 7928 8521 8528 9105 9118 9145 9316 9327 9426 10144 10203 10204 10527 10643 10645 10858 10892 10902 10917 10976 10980 10981 10981 11088 11252 11275 11341 11412 11471 11596 11861 12053 12369 12482 12580 12872 13090 13533
4,47 62 65 113 211 212 771 929 933 1095 1185 1730 1852 1991 2107 2108 2231 2275 2299 2358 2519 2531 2667 3013 3016 3333 3334 3414 3926 3982 4115 4193 4208 4367 4558 4739 4775 4822 4988 4988 5229 5289 5386 5767 5769 6161 6210 6340 6443 6443 6566 7020 7233 7330 7361 7487 7488 7609 7803 7813 7852 8493 8521 8521 8521 8537 8537 8562 8565 8734 9067 9121 9122 9122 9192 9596 9644 9818 9885 9998 10079 10096 10115 10301 10369 10379 10408 10430 10448 10505 10505 10789 10790 10888 11002 11040 11195 11226 11235 11399 11413 11554 11876 11910 12054 12088 12247 12247 12275 12325 12367 12376 12497 12722 13073 13074 13722
0,96 168 733 739 929 1008 1008 1186 1281 1281 1282 1855 2060 2108 2182 2608 2974 2999 3016 3151 3227 3567 3826 3865 3876 3932 4072 4088 4198 4565 4609 4653 4671 4681 4689 5031 5047 5386 5929 5932 6098 6216 6240 6291 6302 7064 7324 7851 7855 7928 7928 8032 8152 8154 8173 8521 8564 8596 9069 9340 9573 9609 9620 9711 9756 10080 10174 10509 10645 10652 10653 10670 10672 10892 10943 11023 11129 11897 11957 12006 12012 12053 12054 12168 12284 12284 12329 12534 12536 12574 12577 12615 12618 12618 12744 13157 13313 13424 13523 13722 13722
7,152 153 402 560 560 582 584 675 694 694 733 992 1103 1213 1513 1513 2035 2299 2411 2506 2506 2548 2652 2744 3191 3227 3570 3590 3639 3644 3656 4432 4524 4750 4968 5139 5139 5158 5218 5563 5881 6004 6189 6435 6654 6671 7118 7308 7844 8218 8304 8518 8521 8565 8995 9081 9122 9329 9329 9791 10114 10590 10645 10838 10859 10892 10942 10943 11036 11480 11724 11957 12014 12161 12284 12284 12489 12516 12618 12618 12653 13033 13182
7,39 87 181 634 635 733 733 1234 1235 2448 2590 2635 2648 2697 2988 3113 3325 3592 4040 4429 4824 4846 4913 5082 5088 5140 5408 5410 5808 5811 6163 6225 6230 6953 7088 7244 7496 7584 8717 9196 9672 9699 9700 9718 9776 9826 9885 9886 9919 10118 10412 10525 10559 10666 10892 11006 11110 11111 11335 11478 11659 12284 12618 13417 13424
6,192 767 1185 1297 1513 1899 2038 2241 2999 3222 3902 4102 4516 4564 5004 5026 5923 5925 6098 6291 6398 6442 6695 6719 7046 7215 7244 7508 7713 8513 8518 9126 9400 9634 9820 9824 9906 10361 10383 10450 10502 10912 10976 10981 11036 11049 11566 11596 11596 11919 12035 12044 12232 12513 12792 13005 13533 13533 13605
2,155 158 158 537 671 1434 1434 1492 2038 2038 2130 2301 2435 2518 2534 2547 2622 2728 2942 2974 2996 2997 3017 3085 3144 3144 3694 3695 4291 4475 4716 5021 5078 5218 5402 5402 5648 5649 5658 6225 6456 6911 7057 7064 7098 7201 7472 7563 7868 8059 8331 8351 8521 8521 8819 8820 9126 9226 9270 9327 10353 10645 10866 10976 10981 10998 11023 11032 11088 11464 11534 11543 11764 11844 11845 11845 11999 12052 12168 12482 12482 12483 12592 13580
5,9 35 248 250 505 733 908 949 1024 1142 1282 1692 2108 2182 2333 2507 2531 2647 2652 2708 2728 2988 2999 3004 3188 3250 3374 3420 3551 3558 4073 4583 4669 4759 5138 5407 5410 5559 5559 5657 5985 6090 6098 6216 6541 6657 7064 7115 7128 7243 7443 7504 7584 7584 7849 8463 8521 8718 9034 9071 9187 9197 9672 9850 9948 10114 10174 10370 10375 10649 10892 11036 11957 11957 12054 12618 12618 12788 13018 13621 13643
7,158 560 675 733 739 739 793 862 1183 1401 1513 2014 2041 2108 2353 2609 2744 2894 3193 3656 3699 3869 4087 4087 4088 4088 4426 4439 4614 4968 5004 5232 5386 5563 5658 5920 6230 6435 6471 6476 6581 7049 7244 7373 7413 7499 7504 7509 7713 7824 8218 8220 8521 9015 9071 9272 9272 9610 9672 9674 9760 9791 9922 9957 10124 10511 10609 10645 10856 10858 10859 10892 11168 11227 11339 11357 11480 11517 11551 11769 11900 12054 12162 12168 12218 12219 12284 12284 12329 12350 12372 12422 12488 12540 12618 12666 12742 12807 12807 13033 13155 13271 13357 13362 13380 13700
2,143 158 158 236 250 933 1186 2038 2038 2076 2108 2108 2353 2647 2668 2942 2974 2996 3016 3290 3314 3394 3592 3626 3687 3688 3688 3876 4074 4079 4416 4432 4462 4464 4525 4558 4984 5064 5142 5158 5563 5657 5956 5985 6062 6161 6189 6230 6298 6566 6574 7098 7216 7220 7243 7244 7415 8351 8521 8521 8664 9071 9226 9672 9756 9760 9850 9892 9962 9990 10030 10184 10184 10185 10191 10373 10453 10644 10654 10655 10758 10866 10976 10976 10981 10981 11002 11036 11414 11596 11596 11856 11989 12053 12054 12219 12325 12329 12350 12459 12614 13523 13531 13726 13755 13773 13773
4,140 193 271 350 395 733 733 930 1003 1040 1185 1186 1246 1758 2107 2130 2181 2182 2210 2275 2511 2536 2604 2650 2729 3250 3250 3377 3377 3493 3505 3592 3675 4550 4846 5533 5559 5566 5566 5928 5932 6189 6474 6491 6629 6778 7065 7233 7233 7504 7610 7849 7899 7925 8521 8521 8645 8973 9069 9508 9756 9765 9839 9891 9948 9954 10079 10301 10525 10598 10645 10751 10858 10892 11522 11576 12054 12113 12329 12499 12536 12616 12653 12653 12662 13163 13314 13622 13715 13722
4,405 795 1065 1185 1411 1495 1730 1735 1802 1892 2108 2108 2334 2500 2585 2604 2974 3164 3252 3436 3564 3592 3938 4154 4207 4415 4416 4556 4558 4671 4715 4739 5142 5348 5407 5410 5440 5559 5714 5714 5837 6266 6282 6302 6313 6566 6610 6719 7008 7050 7089 7233 7831 8032 8494 8521 8537 8661 9051 9122 9122 9158 9672 9954 10114 10117 10277 10379 10412 10451 10584 10645 11285 11404 11432 11464 11503 11596 12218 12218 12285 12377 12464 12464 12586 12621 12653 12887 12888 13258 13412 13460 13722
4,63 193 230 733 915 953 1009 1095 1109 1111 1111 1185 1267 1268 1268 2108 2130 2182 2249 2345 2348 2441 2482 2634 2642 2651 3049 3250 3567 3590 3832 3932 3938 4432 4462 4549 4550 4603 4653 4681 4854 4894 5047 5138 5206 5221 5395 5657 5657 6089 6230 6337 6563 7065 7128 7216 7223 7233 7233 7233 7243 7337 7780 8002 8002 8173 8173 8304 8521 8521 8962 9071 9094 9409 9409 9622 9672 9767 9784 9954 10174 10352 10526 10645 10694 10804 11002 11081 11081 11082 11082 11271 11396 11472 11478 11480 11957 11957 11987 12006 12054 12107 12162 12168 12325 12451 12574 12580 12664 12744 12858 12888 13037 13424 13697 13698 13722
