circadian_rhythms,treatment guidelines circadian rhythm sleep wake disorders polish sleep research society section biological psychiatry polish psychiatric association part physiology assessment therapeutic methods majority physiological processes human organism rhythmic common diurnal repeat roughly num hours called circadian rhythms circadian rhythms disorders negative influence human functioning aim article present current understanding circadian rhythms physiological role emphasis circadian rhythm sleep wake disorders principles diagnosis chronobiological therapy guidelines based review recommendations scientific societies involved sleep medicine clinical experiences authors researchers participating preparation guidelines invited polish sleep research society section biological psychiatry polish psychiatric association based significant contributions circadian rhythm research clinical experience treatment disorders finally guidelines adjusted questions comments members societies significant negative impact human health functioning standard methods assess sleep diaries sleep logs actigraphy effective methods treatment melatonin administration light therapy behavioral interventions recommended afourteen day period sleep wake rhythm assessment enables accurate diagnosis adequate selection chronobiological interventions planning adequate diurnal timing application type assessment easy low cost valuable indications adjust therapeutic approach circadian phase patient
frustrative_nonreward,development relational aggression disruptive behavior symptoms late childhood adolescence researchers debated relational aggression developmentally normative behavior sign underlying psychopathology due dearth longitudinal studies relational aggression severe forms disruptive behavior develop present study examined bidirectional associations relational aggression psychiatric disorders oppositional defiant disorder conduct disorder data longitudinal study num mexican origin youth age num num results showed individuals engaged relational aggression tended increase time symptoms conversely individuals exhibiting symptoms tended increase relational aggression findings held boys girls youth born mexico controlling physical aggression relational aggression developmentally normative behavior predictor future mental health problems
arousal,higher order multivariable polynomial regression estimate human affective states direct observations facial vocal gestural physiological central nervous signals estimating human affective states computational models multivariate linear regression analysis support vector regression artificial neural network proposed past decade models linear models generally lack precision ignoring intrinsic nonlinearities complex psychophysiological processes nonlinear models commonly adopt complicated algorithms improve accuracy simplify model introduce computational modeling method named higher order multivariable polynomial regression estimate human affective states study employs standardized pictures international affective picture system induce thirty subjects affective states obtains pure affective patterns skin conductance input variables higher order multivariable polynomial model predicting affective valence arousal experimental results show method obtain efficient correlation coefficients num num num num estimation affective valence arousal method provide indirect evidences valence arousal brain motivational circuit origins proposed method serve efficiently estimating human affective states
potential_threat_anxiety_,maternal anxiety predicts attentional bias threat infancy cognitive theories psychopathology suggest attention bias threat plays role etiology maintenance anxiety evidence individual differences earliest development attention bias threat current study examines attention bias threat potential emergence evaluating relations attention bias risk factors anxiety temperamental negative affect maternal anxiety measured attention bias emotional faces infants num num male ages num num months attention disengagement eye tracking paradigm hypothesized attentional bias threat full sample infants replicating previous studies attentional bias threat positively related maternal anxiety attention bias threat positively related temperamental negative affect finally explored potential interaction temperament maternal anxiety predicting attention bias threat found attention bias affective faces change age bias related temperament attention bias threat attention bias happy faces positively related maternal anxiety higher maternal anxiety predicted larger attention bias infants findings provide support attention bias putative early mechanism early markers risk socioemotional development psycinfo database record
circadian_rhythms,seasonal loss resumption circadian rhythms hibernating arctic ground squirrels circadian clocks universal organisms play key role coordinating physiological metabolic functions anticipate coincide predictable daily physical social environment circadian rhythms persist functionally important hibernation mammals unclear examined circadian rhythms body temperature persist multi day steady state torpor investigated association timing animal emergence exposure light resumption activity rhythms free living captive male arctic ground squirrels high resolution num num degrees temperature loggers revealed circadian rhythms present deep torpor free living arctic ground squirrels significant circadian rhythms resumed resumption euthermia prior emergence rhythms robust coincident aboveground emergence additionally squirrels maintained captivity conditions constant darkness spontaneously developed significant circadian rhythms activity ending torpor exposing animals num pulse light week ended torpor increased strength rhythms results consistent hypothesis circadian clock function inhibited hibernation arctic ground squirrels postulate exposure external stimuli light free living animals meals acute disturbance captive squirrels enhance rhythmicity synchronizing loosely coupled circadian oscillators suprachiasmatic nucleus
circadian_rhythms,interacting influences aging alzheimer disease circadian rhythms aging leads circadian rhythms including decreased amplitude robustness altered synchrony environment reduced coordination rhythms body circadian rhythm alterations pronounced age neurodegenerative disorders alzheimer disease precede onset symptoms years early onset findings fragmentation daily rest activity rhythms demented older subjects earlier cognitive decline increased risk incident preclinical neuropathology suggest circadian rhythm disruption contribute development progression neuropathological occurring conversely studies implicated amyloid beta prominent neurotoxin accumulates impairment circadian rhythms circadian rhythm disruption neurodegeneration interact form deleterious cycle article reviews neural molecular mechanisms underlying age related circadian rhythms explores therapeutic strategies proposed ameliorate circadian rhythm deficits elderly demented individuals
frustrative_nonreward,physical relational aggression predictors drug gender differences high school students present study investigated longitudinal relationships physical relational aggression drug moderated gender reported data gathered num high school students pretest num year post test test hypotheses num males engage physical aggression females females engage relational aggression males num physical aggression stronger drug predictor males relational aggression stronger predictor females results males reported engaging physical aggression females baseline females males reported engaging similar rates relational aggression controlling relational aggression baseline drug demographic variables physical aggression baseline found predict alcohol num year males females controlling physical aggression baseline drug demographic variables relational aggression found predict cigarette marijuana females males relational aggression found predict alcohol hard drug equally gender findings suggest physical relational aggression predictive subsequent drug important implications violence drug prevention intervention efforts
circadian_rhythms,circadian rhythms refractive development myopia extensive research mechanisms regulating postnatal eye growth responsible ametropias poorly understood marked recent increases myopia prevalence robust biologically based clinical therapies normalize refractive development childhood needed review classic contemporary literature circadian biology provide clues develop framework improve understanding myopia etiology possibly lead rational approaches ameliorate refractive errors developing children increasing evidence implicates diurnal circadian rhythms eye growth refractive error development humans animals ocular length anatomical physiological features eye undergo diurnal oscillations systemically rhythms primarily generated master clock surpachiasmatic nucleus receives input intrinsically photosensitive retinal ganglion cells iprgcs activation photopigment melanopsin retina endogenous circadian clock laboratory animals developing experimental myopia oscillations ocular parameters perturbed retinal signaling believed influence refractive development dopamine important neurotransmitter found retina entrains intrinsic retinal rhythms light dark cycle modulates refractive development circadian clocks comprise transcription translation feedback control mechanism utilizing called clock genes experimental ametropias contemporary clinical research reviving ideas proposed nineteenth century light exposures impact refraction children result properties ambient lighting investigated refractive development areas medical science circadian dysregulation thought impact ocular disorders patterns modern artificial lighting exert adverse physiological effects circadian pacemakers modern light exposures circadian dysregulation contribute refractive development premise review circadian biology productive area worthy increased investigation lead improved understanding refractive development improved therapeutic interventions
acute_threat_fear,hospital form trigger fear response examine exposure curve versus sharp contours built healthcare setting produces systematic identifiable patterns amygdala activation behavioral response healthy adults recent studies cognitive neuroscience suggest humans prefer objects curved contour compared objects pointed features sharp angled contour implicit perception threat represented sharp objects humans hypothesized explain bias study adopted subject experimental design num subjects representing age groups sexes exposed randomized order num real life images objects interiors exteriors landscape set control images amygdala activation simultaneously captured functional magnetic resonance imaging technology subjects preference dislike data collected scanner data collected num case images depicting landscape healthcare objects brain scans show significant higher amygdala activation sharp contours relation images depicting hospital interiors exterior envelops brain scans show significant higher amygdala activation curve contours activations pertain exposure precognitive stages subjects perception hospital forms systematic impact fear response precognitive stages human perception impression colors subsequent experience actual patient real illness injury unknown
arousal,recognition intensive valence arousal affective states facial electromyographic activity young senior adults research suggests interaction humans digital environments characterizes form companionship addition technical convenience effect humans attempted design computer systems demonstrably empathize human affective experience facial electromyography technique enabling machines access human affective states numerous studies investigated effects valence emotions facial activity captured corrugator supercilii frowning muscle zygomaticus major smiling muscle arousal emotion specifically received research attention present study sought identify intensive valence arousal affective states facial activity ten blocks affective pictures separated categories neutral valence low arousal positive valence high arousal negative valence high arousal positive valence low arousal negative valence low arousal ability elicit valence arousal affective states investigated length hundred thirteen participants subjected stimuli provided facial set num features based amplitude frequency predictability variability signals defined classified support vector machine observed highly accurate classification rates based combined corrugator zygomaticus ranging num num num num baseline affective states individuals significant differences classification rate accuracy senior young adults significant difference female male participants research robust evidences recognition intensive valence arousal affective states young senior adults findings contribute successful future application facial identifying user affective states human machine interaction companion robotic systems
